[0.0, 0.0, 0.0, 2.999999999999999, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 1.9961314373772332, 0.7200000000000001, 0, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.4, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[20.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.976, 1.9905552670342606, 0.0, 1.464, 0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.976, 0.4, 0, 2.52, 0, 0.0, 0.4]
[0, 0, 0, 0, 0, 0, 0]
[1.4000000000000001, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 1.8, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[21.400000000000002, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.4, 4.65640261632, 0.0, 0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.976, 0.0, 0, 1.0, 0.0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[-0.4, 0.0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0.6000000000000001, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.0, 0, 0.976, 1.9881940837928258, 0.4]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0.6000000000000001, 0, 0.976, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0, 0, 0, 1.4400000000000002, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.8, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.2000000000000002, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 1.6, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.6, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 2.0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 3.8000000000000003, 0, 0, 0, 0]
[0, 0, 0, 4.4, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 22.200000000000003, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.9951642967215415, 0.0, 0.0, 1.08, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.7200000000000001, 0, 0, 0, 0.4, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0.8, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 2.4000000000000004, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 2.4000000000000004, 0]
[0, 0, 0, 0, 0, 0, 0]
[3.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[2.6, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 1.8, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 1.0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0.6000000000000001, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 1.0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1.8, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[-0.2, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 1.34464, 2.52, 3.9763881675856516, 0.0, 1.954964003726295]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0.7200000000000001, 1.8, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.4400000000000002, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0.6000000000000001, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[19.8, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.0, 4.997971759039634, 0.4, 0.7200000000000001, 0.7200000000000001]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0.8, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 1.2000000000000002, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[1.6, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[3.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 2.6, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[22.200000000000003, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 0.0, 0.0, 2.998783055423781, 0.0, 0.0, 0.7200000000000001]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 5.9028480000000005, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 2.2, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[3.0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 3.8000000000000003, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[2.6, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 2.8000000000000003, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 4.4, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 1.34464, 0.0, 2.9976231551245722, 0.0, 0.0, 0.0]
[0, 0, 0, 0, 0, 0, 0]
[0.0, 1.4400000000000002, 0, 0, 0.0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
[0, 0.8, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0]
